id,bid_number,bid_date,study_name,status,client,sales_contact,vm_contact,created_at,updated_at,project_requirement,rejection_reason,rejection_comments,created_by,team,methodology
464,33502,"""2025-06-17T18:30:00.000Z""",33381-In person Session Bid,draft,37,11,3,"""2025-06-18T11:21:28.980Z""","""2025-06-18T11:24:19.536Z""","Audience:
Information workers from large enterprises Org size larger 1000 employees 
Employed full-time 
Respondents will need to have Teams / Zoom set up on their phones and will need to perform tasks using the App
 
Should not be working at following organizations 
•	Amazon 
•	Apple 
•	Atlassian 
•	Cisco 
•	Google 
•	Meta (Facebook) 
•	Microsoft
•	Salesforce 
•	Samsung 
•	Slack 
•	Zoom 
 
Profile:
Team Mobile App Users:
•	Usage less than 6 Months
•	Usage more than 1 Year
 
Zoom Mobile App Users:
•	Usage less than 6 Months
•	Usage more than 1 Year
 
 
App Users	Team	Zoom
Device Usage	 	 
 	 	 
iOS	5	5
Android	5	5
 
 
Location:
Option 1: Client’s office , Bellandur
Option 2: Outside facility like a facility where FGDs can be conducted (please provide details of the same)
 
 
Time Frame of Session: 1 Hour
There will be tasks allocated to the respondents and approx. ~5 closed ended questions after each task and about ~15 closed ended questions post the test and a couple of open-ended questions. 
",,,45,POD 1,online
465,33503,"""2025-04-23T18:30:00.000Z""",Navigation Explicit Comparison Survey ,draft,35,11,3,"""2025-06-18T11:33:55.014Z""","""2025-06-18T11:33:55.014Z""","•	Methodology: Online Panel – Rapid Research
•	Market: USA
•	Sample Size: n=1500
•	Incidence Rate (IR): Please provide costs for 40%, 50%, and 60% IR scenarios.
•	Quotas:
o	Gender: Strict quotas with ~±5% deviation
o	Age: Relaxed quotas with ~±10% deviation
o	Income & Region: No hard quotas; balanced by national demographic percentages
•	Target Audience: 18+ general population who shop online (excluding pure offline shoppers); must have shopped on one of the top e-commerce websites in the past 6 months
•	Length of Interview (LOI): ~5 minutes
•	Timelines: Data collection to be completed within 2 days
",,,45,POD 1,online
467,33504,"""2025-04-24T18:30:00.000Z""",33401-GPR2504002_Multi-Market price perception study,draft,35,11,4,"""2025-06-18T11:41:28.557Z""","""2025-06-18T11:41:28.557Z""","Study objective: To understand customer expectations around competitor member-only pricing and its impact on Amazon's price perception and Prime growth
Target Audience:
•	Amazon shoppers - Prime and Non-Prime customers
•	Age: 18+
•	National representative sample on age, gender, income, and region (as applicable according to marketplace)
Methodology: Online Quantitative
Markets: USA, UK, and MENA (KSA and UAE)
Sample Per market: Amazon Shoppers (Last 90 Days) - n1000 per market
o	Prime customers: n=500 
o	Non-Prime customers: n=500 
IR: 30%, 40%, 50% & 60%+
LOI: ~18 – 20 mins 
",,,46,POD 1,online
469,33505,"""2025-05-04T18:30:00.000Z""",Colombia CLT,draft,38,11,3,"""2025-06-18T11:50:18.658Z""","""2025-06-18T11:50:18.658Z""","Phase 1: Quantitative Assessment
CLT: Monadic Evaluation 
Location: Colombia (Bogota & Cali)
Sample size: n=450 (225 in city)
 
Phase 2: Qualitative Assessment
In-depth interviews
Location: Colombia (Bogota & Cali) (Equal split in each city)
Sample size: n=30 (15 in city)

RESPONDENT SPECIFICATIONS
* Females 100%
* Age: 20-45 y.o
* SEL: 3-4
* Hand Dish soap in paste/cream users at least once a day, every day during the last 6 months
Axion Limon paste users: 100 final interviews per cell (n300 in total)
Brilla King Limon paste users: 50 final interviews per cell (n150 in total)
 
STUDY DESIGN: 
Phase 1: Quantitative Assessment
Central Location Test (CLT), Monadic Evaluation
3 blind cells: 
· Current Axion Limon 
· High Degreasing Prototype, Axion Limon
· Current Brilla King Limon
Sample: 150 final interviews per cell (n450)
Selection of diverse types of cutlery materials (melamine, glass, aluminum, etc.)
Cutlery will be pre-stained with colored fat, and we need the agency to help us prepare the pre-stained cutlery per the guidelines the clients provide.
Consumers will be requested to use the product (3 blind cell products) as they currently do on a regular basis. 
Location: Colombia (Bogota & Cali)
LOI: 30 minutes ( Including self-administered quantitative survey link provided by client + Wash activity)
 
Phase 2: Qualitative Assessment
In-depth interviews (After the CLT, well-articulated participants will be selected to participate in the IDIs for a better understanding of their expectations regarding product consistency and sensorial)
Sample: 10 final interviews per cell 
· Current,  Axion Limon
· High Degreasing Prototype, Axion Limon (test)
· Current,  Brilla King Limon
Sample: 10 final interviews per cell
Location: Colombia (Bogota & Cali)
LOI: 60 minutes 
",,,45,POD 1,online
470,33506,"""2025-05-05T18:30:00.000Z""",33413 : New Hair Care Study,draft,35,11,4,"""2025-06-18T11:58:49.495Z""","""2025-06-18T11:58:49.495Z""","Study Methodology: An online CAPI survey, (where interviewers will go to the respondents' place (F2F) with a laptop or tablet and ask the qualifying respondents to self-administer the survey using an online survey link).
Country: IN
Location: Mumbai, Lucknow, Vijayawada
Sample Size: 540 (180 per city)
Age: 18-30 yrs (50%), 31-45 yrs (50%)
NCCS: NCCS A (50%), NCCS B/C (50%)
Gender: Female (50%), Male (50%)
Should be purchase decision maker- take their own decision on hair care products
Bottle shampoo users
MOUB: Dove (30%), Head & Shoulders (30%), Other Brand users (40%)- equal split across cities
LOI: 30-40 minutes
Dandruff sufferers: Severe (30%), Moderate (40%), Light (30%)
Wash habit: 2X per week (balance across cities)
Non-rejectors of Dove and Head & Shoulders 
Oil users: Balanced across cities and minimum 30 per city
User Groups: 
•	Women should have hair at least shoulder length or longer and men should not be bald
•	Have not participated in hair care research in the past 1 month
•	Not a scent avoider/rejector
",,,46,POD 1,online
472,33507,"""2025-05-11T18:30:00.000Z""",33425-GPR2505004_Costing_Qualitative_Industrial PCs,draft,39,11,3,"""2025-06-18T12:06:09.866Z""","""2025-06-18T12:06:09.866Z""","•	Market - India (no quotas by cities, natural fallout)
•	Industry Verticals - Primarily - Manufacturing, Automotive, Energy, Utilities, Oil & Gas, Healthcare, Food & Beverage - try to diversify the interviews. 
•	Target Audience -  3 different groups - 
o	Buyers :- Companies who are currently using Industrial PCs, need to reach out to C-level executives ( CIOs, CTOs, COOs, Operations manager, Operations department sr. Level - manager and above)
o	Suppliers :- The OEMs, system integrators, distributors, and software providers,  need to reach out to C-level executives ( CIOs, CTOs, COOs, Operations manager, Operations department sr. Level - manager and above) . Examples for company names are provided below for quick reference, we can reach out to other companies as well.
i.	Key OEMs - Advantech, Beckhoff Automation, Kontron, Axiomtek, IEI Integration Corporation, Siemens, Schneider Electric, Mitsubishi Electric, Emerson, AAEON Technology, Arista Corporation, Barco NV, Computer Dynamics A Division of CIMTEC Automation LL, Litemax, National Instruments Corporation, Pepperl+Fuchs GmbH, RGB Spectrum, Rockwell Automation, Sparton Corporation, Teguar Computers, Prodot, INP Computers, and Zetwerk, Avza Tech. 
ii.	System Integrators - Concord Technologies, Dynalog India, Moxa, Aeron Systems, REHAU India, Lubi Electronics, and Renu Electronics, Technics Infosoultions
iii.	Distributors/Resellers – Lubi Electronics, Dynalog India, Adaptek Automation Technology, IPCS, Technics Infosoultions, AVIHS Technologies, Alltronix. IndiaMART and Trade India are online sellers 
iv.	Software Providers – Microsoft, Rockwell, SAP, Linux, QNX, VxWorks, Siemens, ABB, Emerson Electric, Yokogawa Electric, Omron, and Inductive Automation., Honeywell, DEFT Industrial Automation, ACMAS Technologies, IndustLabs, and Viprush Technologies
v.	Apart from this list, we have many more, the above provided are just some key players in the Industrial PC OEMs
o	End User - Operators and technicians in factory or automation environment who are using these Industrial PCs on an everyday basis
•	Sample Size  - 3 IDIs for each TG (Buyers, Suppliers and End users), a total of 9 IDIs
•	LOI - 60 minutes 
•	Mode - Online IDIs (Teams/Zoom)
•	No quotas, however, suggest to diversify the sample by industry. 
",,,45,POD 1,online
474,33508,"""2025-06-17T18:30:00.000Z""",B2B _ Ecommerce _ USA,draft,35,11,3,"""2025-06-18T12:18:09.819Z""","""2025-06-18T12:18:09.819Z""","We have a new request from our client Amazon (For Internal Reference only) to do a research (Open to both Qualitative and Quantitative). The Target group for this research will be Senior managers and above in a Online Ecommerce platform in USA. 

We don’t have any criteria for number of employees/ any particular product category. The client is requesting us to provide the list of companies and their designations (If profiled) whom we will be reaching out to. Basis this input, Client will decide on the methodology of this research. 
",,,45,POD 1,online
476,33509,"""2025-06-17T18:30:00.000Z""",33308 -Shopper research,draft,40,3,4,"""2025-06-18T12:41:26.310Z""","""2025-06-18T12:41:26.310Z""","Survey Details:
•	Sample Size: N=150 per country, consisting of 75 intenders and 75 recent purchasers per country.
•	LOI: 15 minutes.
•	Market/Category	Category 
India 
	Refrigerator
BI Hood/Hob
Indonesia (Electronic Retailer)
	Refrigerator (Multi-door /Side-by-side)
Taiwan (ER/ Departmental store)	Vacuum
Thailand (Electronic Retailer)	Washer/dryer
Germany (Electronic Retailer)
	Cooking Appliances
Italy (Electronic Retailer)
	Cooking Appliances
",,,46,POD 1,online
477,33510,"""2025-03-16T18:30:00.000Z""",Cost for a Quantitative online survey in 3 markets,draft,40,5,4,"""2025-06-18T12:48:47.692Z""","""2025-06-18T12:48:47.692Z""","Markets: Singapore, China and Japan 

LOI: 15 mins, English and local language

Sample size: please provide 3 options: n=100, n=200, n=300 per market (So, total for 3 markets will be either n=300/600/900)

For this study, we aim to target the following companies in the BFSI, tech, hospitality and automotive sectors with a split as shown below:

a.	Customer segments:
•	Primary focus: ""Scalers"" — tech companies, digital natives, high growth (e.g., startups, Series B+, $50M+ revenue like Uber, Stripe). - 67%
•	Secondary: Big Tech & ""Micro Scalers"" — global giants (Google, Microsoft, ByteDance) that have regional buying hubs in Singapore. - 33%

b.	Across the following verticals:
•	BFSI for CX + Crypto (trust and safety) -35%
•	High tech- Hyperscalers - 20%
•	Hospitality – CX and some AI solutions - 35%
•	Automotive- Pure AI Data services - 10%

c.	Who to speak to?
•	Procurement teams (CIOs, CTOs and IT decision makers) | Engineering leaders | Data program managers

d.	SMEs and large enterprises split:
•	SMEs (any firm with less than 299 staff)  - 67% (ok to speak to CXOs as well for those from SMEs)
•	Large enterprises (any organisation with more than 299 staff) - 33%
",,,46,POD 1,online
478,33511,"""2025-03-04T18:30:00.000Z""",NCPC study Wave 6 estimates,draft,40,3,4,"""2025-06-18T12:53:26.665Z""","""2025-06-18T12:53:26.665Z""","In previous waves, N was 1000, and the LOI was around 10–12 minutes. For this new wave, based on the notes available in the email below, we will assume the same N and an LOI of 5–7 minutes.",,,46,POD 1,online
479,33512,"""2025-03-18T18:30:00.000Z""",Other opportunity Hot Sauce Bid,draft,41,9,4,"""2025-06-18T13:01:49.881Z""","""2025-06-18T13:03:56.128Z""","Conduct 8 Focus groups, we need only the recruitment and the moderation and perhaps we will ask for the names as last time, so the client will deliver some products, and the analysis will be done in house, so we need the recording of all the sessions.
We need 6 people on each group, and we will provide a more specific filter, but in general is a wide population. 
Also they need to have nationality, and the etnicity to be balanced to represent the state.
 
The target will be USA people, living on the different places we are considering, which uses Hot sauces for the food or snacks, from 20 to 45 YO.
 
We need two sessions for each group: 
1.- New York, Illinois (Chicago)
2.- Georgia, Luisiana & South Carolina
3.- California
4.- Texas
",,,46,POD 1,online
481,33513,"""2025-03-03T18:30:00.000Z""",New opportunity Banco Azteca credit,draft,41,3,4,"""2025-06-18T13:10:02.281Z""","""2025-06-18T13:10:02.281Z""","We are working on a new proposal, for the credit business for BA.

We need a quotation of 1,000 & 1,200 men and women with some type of credit/loan at Banco Azteca, from the past 3 years.
From 18 to 65 years old, who live in the main cities, as well as in smaller towns nationwide.

We will need some kind of regression analysis, we will apply the TT for the credit segmentation, to see all the information through the 7 segments.

The LOI of the questionnaire will be 25 min.

",,,46,POD 1,online
483,33514,"""2025-06-12T18:30:00.000Z""",Government organization in Sharjah,draft,8,3,4,"""2025-06-19T01:45:57.312Z""","""2025-06-19T01:45:57.312Z""","Market: Sharjah (emirate in the UAE)
 
Quantitative research (n=600)
 
•	Young adults (n=200) described as Emiratis residing in Sharjah between the age group 18-25 years 
o	Males: 125
o	Females: 125
•	Youth (n=160) defined as Emiratis residing in Sharjah between the age group 13-18 years  
o	Males: 80
o	Females: 80
o	13-15 years: 60 (administered through the parents)
o	16-18 years: 100
•	Children (n=160) defined as Emiratis residing in Sharjah between the age group 6-12 years. Survey to be administered through the parents   
o	Males: 80
o	Females: 80
•	Educational (& similar) institutions in Sharjah (n=80) focused on talent development e.g., life skills, theatre, music, STEM). These could include educational institutes, sports & recreational centers, youth development organizations, culture and art centers, digital educational platforms, etc.  The respondents will be decision makers representing these organizations. 
 
Length of survey will be 20 mins, and shall be offered in both Arabic and English. 
 
Qualitative focus groups (FGDs) x 3
•	2 focus groups with young adults (defined above). One group each for males and females 
•	2 focus group with youth (defined above). One group each for males and females
•	1 focus group with parents of children (defined above)
 
The focus groups will be 90 mins each and conducted virtually. Each FGD will have up to 5 participants 
 
Qualitative IDIs x 3 with key decision makers at educational (& similar) institutions focused on talent development in the Emirate of Sharjah. Each IDI will be 30 mins long and done virtually. 
 
",,,46,POD 1,online
484,33515,"""2025-06-05T18:30:00.000Z""",JFC USA Brand Health STUDY,draft,6,3,6,"""2025-06-19T02:06:22.734Z""","""2025-06-19T02:06:22.734Z""","do have an additional client request relating to the North American study that ran in Q1 this year and they are planning again for Q1 next year. 
 
That was a Jollibee study with 500 Fast Casual users across CA, TX, NJ, NY.
 
They’ve asked for a cost to add:
•	Illinois (n = 500)
•	Ontario (n = 500)
•	And if we can split by Northern California and Southern California while ensuring a readable base in both (so increasing to n =600 for California with 300 in N Cal and 300 in S Cal).
 
And, separately, can you give me a cost for a single study that is just this audience but n = 500 for Illinois only. They are considering running a one-off in Illinois to provide a baseline ahead of the Q1 2026 wave.
 
",,,44,POD 1,online
485,33516,"""2025-06-05T18:30:00.000Z""",33476- RFQ - Honda Automotive,draft,6,3,4,"""2025-06-19T02:21:31.943Z""","""2025-06-19T02:21:31.943Z""","Target audiences will be motorcycle users in the following countries.

The age group range should be from 20 to 50 years old.

 

I want to make this study as cheap as possible so the sample size should be 400 – no more.

 

 

India
China
Italy
Germany
United Kingdom (UK)
France
Spain
Thailand
Indonesia
Malaysia
Vietnam
Philippines
Japan
United States (US)
 

",,,46,POD 1,online
487,33517,"""2025-06-18T18:30:00.000Z""",VMS study - multi country,draft,40,12,3,"""2025-06-19T06:13:47.963Z""","""2025-06-19T06:13:47.963Z""","We have an interesting and urgent brief from our client and we hope you can assist us with this. This study is targeting women with mild-moderate VMS using herbal products to manage symptoms in Singapore, China, HK, Taiwan and Korea (conducted in local languages, English in SG). Vasomotor Symptoms (VMS) usually start during perimenopause, which is the transition phase leading up to menopause.

Details can be found in the excel sheet attached.

A: CAPI interviews: Online quantitative survey (incl. max of 10 open-ended questions), self-administered, LOI, 30-45 mins max
			
Country	Option 1.1, N=	Option 1.2, N=	Option 2.1, N=
Singapore	100	100	50
Taiwan	100	100	50
Hong Kong	100	100	50
China	0	100	50
Korea	0	100	50
Total	300	500	250

We will include 1 pilot interview for each option/market.

B: CAPI Qual interviews: Qual moderator assisted, LOI 30-45 mins max

Country	Option 2.2
Qual, N=
Singapore	15
Taiwan	15
Hong Kong	15
China	15
Korea	15
Total	75

We will include 1 pilot interview for each option/market.

Respondent criteria: 
Women, aged 40-59 years, with mild-moderate VMS using herbal products (with/without prescription meds) to manage symptoms

",,,45,POD 1,online
488,33518,"""2025-06-18T18:30:00.000Z""",FMCG Research,draft,6,9,4,"""2025-06-19T06:47:36.550Z""","""2025-06-19T06:47:36.550Z""","We have another brief we are pitching for with a food/ snack manufacturer. The exact details of the brief are not clear as they are going through a M&A process with some potential new brands.

The difficulty we have is that they are not clear on the markets we would need to cover. But we would be looking to offer a range of geographies. This will be rescoped with the client once we have these details, but we need to pitch an estimate.

Can you provide me a quote for the following:
•	15 minute survey
•	NatRep (80% IR based on shopping habits? Food decision maker in household?)
•	Average CPI for:
o	Middle eastern market (Saudi, UAE, Jordon)
o	North Africa (Morocco, Egypt)
o	Central Africa (Kenya, South Africa, Nigeria)
o	America (US, Canada, Mexico)
o	South America (Brazil, Argentina, Chile)
o	European markets (UK, France, Spain)
o	Asian markets (Russia, Japan, China)

",,,46,POD 1,online
489,33519,"""2025-06-03T18:30:00.000Z""",Smartphone study | C5i,draft,11,3,4,"""2025-06-19T07:16:18.226Z""","""2025-06-19T07:16:18.226Z""","
TG:
Smartphone users
 
Target countries:
-	US
-	UK
-	France
-	Germany
-	S Korea
 
Sample Size/ Quotas:
-	~500 per country
-	As per nat rep (will confirm if we would want to skew a bit to a specific demog/brand usage)
 
Survey objective:
 
",,,46,POD 1,online
490,33520,"""2025-06-01T18:30:00.000Z""",33467 - New opportunity - Agatha Christie ,draft,9,3,5,"""2025-06-19T07:35:58.962Z""","""2025-06-19T07:35:58.962Z""","The core sample will be a nationally representative (NatRep) audience in each market.
Target Markets
1.	United Kingdom
2.	United States
3.	China
4.	Brazil
5.	Italy
6.	Japan
7.	Australia

Survey Specifications
•	Length of Interview (LOI): 20 minutes
•	Incidence Rate (IR): TBD — If you have benchmarks from previous research involving entertainment franchises or genre-based studies, we will welcome your input to help guide realistic assumptions.
",,,47,POD 1,online
492,33521,"""2025-06-01T18:30:00.000Z""",33460 - GPR2505009_Tech Insights Opportunity,draft,38,11,4,"""2025-06-19T07:45:23.607Z""","""2025-06-19T07:45:23.607Z""","Objective: 
	To identify what is Client's perceived product superiority (PPS)/points of parity/inferiority vs. competitor: what is driving it and how to further amplify superiority and improve inferiority
	Enable business to use output best practices going forward when developing new products, packing communication to ensure PPS as well as improve current weakness

Project Scope:
	Perceived product superiority for 17 products (Need more info) in 9 markets over the next 3 years (2026-2028)
	Average number of surveys on an annual basis across those markets would be for 16 Client products and the 16 competitive products.
	Monadic Product Test with 14 days in-home product usage
o	Ideally, both branded and BLIND (priority if there is budget limitation)
	Average number of surveys will be 16 Client products and 16 competitive products
	Each Product with have a Sample size of n150 category users

Countries	Oral Care	Personal Care	Home Care	Pet Care	Skin Care
USA	3	1	1	2	2
Mexico	1	1	3	2	1
Brazil	2	1	-	-	-
UK	2	1	-	2	-
Germany	2	-	-	2	1
France	2	1	1	2	1
India	4	-	-	-	-
China	1	-	-	-	2
Australia	1	1	-	2	x
Total:	18 CP/ 18 Competitive	6 CP / 6 Competitive	5 CP/ 5 Competitive	12 CP/ 12 Competitive	7 CP/ 7 Competitive

The above table gives an idea of product categories covered in each countries.

Assumptions:
•	We assume 16 products will be tested on an annual basis, this comes to a sample size of n2400 per year
•	The study can be conducted in any of the 9 countries and we should be equipped to conduct research with a lesser lead time

We will get more clarity on the Survey platform, need for dairy filling and LOI for the final data collection etc.., but it is better if we have a separate costs assuming panellists involvement for 5 days, 10 days and 14 days separately during the course of the study. We shall assume the Panellists involvement to be anywhere between 2-10 minutes per day
",,,46,POD 1,online
494,33522,"""2025-06-18T18:30:00.000Z""",33462- RFQ - Malaysian Telco Study,draft,6,3,3,"""2025-06-19T07:56:09.399Z""","""2025-06-19T07:56:09.399Z""","Target audiences are below and LOI will be 25min.
B2C - a spread across Malaysia (don't need to focus on east Malaysian) --> a range including youth, families, professionals 
B2B - SME's, corporate clients including a range of industries (logistics, manufacturing, retail) 
 
If we assume, 3 segments x 400 for consumers and 400 B2B respondents in Malaysia - what the cost will be like?

",,,45,POD 1,online
495,33523,"""2025-05-29T18:30:00.000Z""",Shoppers and Affluent/HNWIs,draft,6,9,4,"""2025-06-19T08:09:37.415Z""","""2025-06-19T08:09:37.415Z""","For shopping malls:
-	Singapore only (no restrictions on expat vs. Singaporean nationals here as its just residents that we are interested in)
-	500 or 1,000 Visitors to shopping malls (nat rep)
-	Boosted sample of 100 or 200 Affluent or HNWIs (say top 5% by assets or assets >$1m) – I’ve got this article on incidence rates but I imagine these will be tricky to get so I’d like your views https://smartwealth.sg/average-net-worth-singapore-statistics/ 

For hotels:
This is trickier as we’re interested in visitors staying in luxury hotels who are likely to be foreigners not local. This is also going to be Affluent/HNWI so interested in your views on practicality of this.
-	Sample based in: Singapore, India, Hong Kong, China, Japan, USA, Australia, UK
-	That have a recent stay in a hotel in: Singapore, India, Hong Kong, China, Japan
-	And will have spent >$300 a night
",,,46,POD 1,online
496,33524,"""2025-06-18T18:30:00.000Z""",33455-New quotation request,draft,9,3,4,"""2025-06-19T08:28:07.103Z""","""2025-06-19T08:47:11.184Z""","Thank you for your email. You're right, it's been a while. It's very quiet in Paris and all the recent projects I have conducted were either qual with a sample provided by the client, or analytics only, using client data.
But here is a new opportunity!
This would be a project for TCCC, similar to what we have done for Minute Maid but on the bottled water category and involving less countries.
Here is my request:

•	Target definition: men and women, 18-70-year-old, regular buyers of bottled water (at least once a month), with quotas on age and gender
•	Sample size: 400 per country
•	country scope: 
1.	India
2.	China
3.	Japan
4.	US
5.	Brazil
6.	Philippines
7.	Romania
•	please assume a 20% penetration (IR) in Japan, Brazil, US and China, and a 10% penetration in Philippines, India and Romania
•	questionnaire length = 15-18 minutes. It will a classic brand equity survey with a concept to evaluate.
",,,46,POD 1,online
497,33525,"""2025-06-18T18:30:00.000Z""",New Study Quote Request | [Paizo]_33475,draft,19,7,9,"""2025-06-19T08:44:45.157Z""","""2025-06-19T08:44:45.157Z""",Pathfinder,,,48,POD 2,online
499,33526,"""2025-06-18T18:30:00.000Z""",test bid,draft,9,9,3,"""2025-06-19T08:59:36.740Z""","""2025-06-27T12:51:56.889Z""",zdlvgnsd,,,45,POD 1,online
501,33527,"""2025-06-18T18:30:00.000Z""",US / India - AI / Agentic AI Survey,draft,11,3,5,"""2025-06-19T09:35:48.688Z""","""2025-06-19T11:36:34.977Z""","Countr: US and India
LOI: 15 – 20 Minutes (43 questions so should be closer to 15 minutes) 

Criteria:
Marketing decision maker/influencer within company – they influence/make decisions pertaining to the marketing value chain and any tools used within the below revenue bands
 
Work at businesses within these marketing spend bands:
	Long Tail 	Tail / UMM 	Torso / SBS 	Head / MMS 	LCS 
Annual Rev (USD)	$1 - $300K	More than $300K - $9M	More than $9M - $50M	More than $50M - $1.1B	More than $1.1B
N	50	50	50	50	50
 

The client would like to ask for company name too, is that feasible?

Project end date: 22nd June (Sunday), so let us know what’s the max you can get here.
 
",,,47,POD 1,online
503,33528,"""2025-06-18T18:30:00.000Z""",New Study Quote Request | [Paizo]_33475,draft,13,7,10,"""2025-06-19T11:29:52.026Z""","""2025-06-19T11:29:52.026Z""",ggggh,,,49,POD 2,online
504,33529,"""2025-06-19T18:30:00.000Z""", Medium Enterprise Strategy - Global (SO),draft,1,1,1,"""2025-06-20T07:14:31.177Z""","""2025-06-23T08:30:30.240Z""","Target audience & sample size:
1)	Medium Enterprise
	Medium Enterprise: Hirers with 100-500 full time employees (local employees)
	Hiring position (such as HR director/manager, CEO, Owner, operations Manager, department hand, etc) 
	Have hiring activities in the P12M
	Time spending on hiring and recruitment activities: Over 25%

ANZ (Au, NZ) = 600, n=300 each
Developed Asia (SG, HK, MY) = 600, n=200 each
Emerging Asia (PH, ID, TH) = 600, n=200 each

2)	Non-medium Enterprise
Same criteria but have additional non-ME responses of hirers with
	360 respondents (across 8 markets) from companies with 50-100 local employees, [please review if at least n=20 per market is possible]
	180 respondents (across 8 markets) from companies with 500-1000 local employees, [please review if at least n=10 per market is possible]
",,,43,POD 4,online
505,33530,"""2025-06-22T18:30:00.000Z""",RFP- International Services study,draft,20,8,10,"""2025-06-23T09:41:20.005Z""","""2025-07-08T09:40:40.292Z""","Facility Managers involved in Decision making for purchasing service contracts for HVACR 
Job Titles:  Facility Manager, Facility Director, Building Management, VP Operations, Operations Director, Director of Fire/Life Safety
Company Size: Mix of Small and Medium business(SMB)
1-500 Employees worldwide and Enterprise
500+ employees worldwide",,,49,POD 2,online
506,33531,"""2025-06-22T18:30:00.000Z""",Brand marketers and agency decision-makers in USA,draft,24,4,1,"""2025-06-23T11:59:36.204Z""","""2025-06-23T11:59:36.204Z""",Brand marketers and agency decision-makers who have launched products in the past 12 months or plan to in the next 12 months,,,43,POD 4,online
507,33532,"""2025-06-23T18:30:00.000Z""",RFQ Honda Motorcycle.,draft,6,3,3,"""2025-06-24T03:19:20.806Z""","""2025-06-24T03:19:20.806Z""","1. Target Countries & Brands
Gold Coverage – Maximum Scope
•	Countries: Japan, China, India, United Kingdom, France, Germany, Italy, Spain (8 countries)
•	Brands: Honda, CF MOTO (excluding India), Royal Enfield (excluding China), Yamaha, BMW, Ducati, Triumph (7 brands)
 
Silver Coverage – Medium Scope
•	Countries: China, India, France, Germany, Italy (5 countries)
•	Brands: Honda, CF MOTO (excluding India), Royal Enfield (excluding China), Yamaha, BMW, Ducati, Triumph (7 brands)
 
Bronze Coverage – Minimum Scope
•	Countries: France, Germany, Italy
•	Brands: Honda, CF MOTO, Royal Enfield, BMW
 
 
2. Length of Interview (LOI)
•	Each interview should be approximately 20 minutes in length.
 
 
3. Sampling Requirement & Methodology
Target Respondents
•	All respondents must be aware of Honda and at least one competitor brand from the target list in their country.
 
Sample Size per Brand
•	Each brand should achieve 400 completed responses per country.
 
Cost-Efficient Quota Approach
•	At the start of the survey, screen for awareness of Honda and all relevant competitor brands.
•	For each respondent, record which brands they are aware of (brand awareness matrix).
•	If a respondent is aware of multiple brands, randomly assign them to fill the quota for multiple eligible brand.
•	Repeat this process until you have 400 completed interviews assigned to each brand in each country.
•	This approach leverages overlapping brand awareness, reducing the total number of unique respondents required and optimizing fieldwork costs.
•	Limit each respondent to filling only one brand quota per country to maintain data integrity.

Request for Quotations
Please provide three separate quotations, corresponding to the following sampling patterns:
1.	Gold: Full coverage (8 countries, 7 brands)
2.	Silver: Medium coverage (5 countries, 7 brands)
3.	Bronze: Minimum coverage (France, Germany, Italy; Honda, CF MOTO, Royal Enfield, BMW)
",,,45,POD 1,online
508,33533,"""2025-06-24T18:30:00.000Z""",Venture Capital & Private Equity,draft,8,9,5,"""2025-06-25T06:22:18.602Z""","""2025-06-30T03:49:00.997Z""","B2B- Venture Capital & Private Equity Companies in GCC, US, UK, China
LOI: 20-25min",,,47,POD 1,online
509,33536,"""2025-06-25T18:30:00.000Z""","Young adults aged 18-25, residing in Regional Areas of Queensland",draft,42,12,3,"""2025-06-26T06:19:40.968Z""","""2025-06-30T06:04:22.175Z""","RFQ response deadline: EOD
Target: young adults aged 18-25, residing in Regional Areas of Queensland
Where: Regional Areas of Queensland
N: 400
LOI: 20 mins
IR: 70% after targeting gen pop 18+ regional areas of Queensland 
",,,45,POD 1,online
510,33541,"""2025-06-29T18:30:00.000Z""",Brand Concept Testing - Korean Brand,draft,10,9,5,"""2025-06-30T03:21:22.510Z""","""2025-06-30T03:21:22.510Z""","Deliverable: Brand Concept Test
Concepts: 3 x concepts consisting of a mixture of words and visuals
Audience: consumers
Countries: (assume) US, UK, Germany, Korea, Brazil, therefore English + 3x translations
LOI: 10 minutes, using Landor’s validated metrics (ARCD) and diagnostics (attributes, drivers)
Sample size: assume n=200 per concept, per market, ie: n=600 per market; across 5 markets n=3,000
Methodology: monadic
 
Timelines: asap, assume maximum of 2 weeks.  This is to include:
•	Alignment with client on questionnaire and translation
•	Alignment with client on stimulus (already completed, but needs to be adapted for testing)
•	Fieldwork
•	Data Cleaning and Analysis
•	Presentation to client
 
",,,47,POD 1,online
511,33538,"""2025-06-26T18:30:00.000Z""",33538 : DSP User Experience - New Bid,draft,24,4,7,"""2025-07-01T10:08:38.450Z""","""2025-07-01T10:42:47.252Z""","
The definition of DSP (Demand-Side Platform) is a software application that enables advertisers to buy digital advertising space from multiple ad exchanges and networks through a single interface

See below for project/profile specifics: Can you please reach out to all possible partners and share the bid by today EOD ?
•	Methodology: 15-minute online survey
•	Respondent profile - Please share the maximum feasible: segment-wise and specify the targetable audience. Costs for IR – 60% 40% 20% 10% and 5%
",,,43,POD 4,online
